Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10009_001,SE_A10009_002,SE_A10009_003,SE_A10009_004,SE_A10009_005,SE_A10009_006,SE_A10009_007,SE_A10009_008,SE_A10009_009,SE_A10009_010,SE_A10009_011,SE_A10009_012,SE_A10009_013,SE_A10009_014,SE_A10009_015,SE_A10009_016,SE_A10009_017,SE_A10009_018,SE_A10009_019,PCT_SE_A10009_002,PCT_SE_A10009_003,PCT_SE_A10009_004,PCT_SE_A10009_005,PCT_SE_A10009_006,PCT_SE_A10009_007,PCT_SE_A10009_008,PCT_SE_A10009_009,PCT_SE_A10009_010,PCT_SE_A10009_011,PCT_SE_A10009_012,PCT_SE_A10009_013,PCT_SE_A10009_014,PCT_SE_A10009_015,PCT_SE_A10009_016,PCT_SE_A10009_017,PCT_SE_A10009_018,PCT_SE_A10009_019,SE_A11001_001,SE_A11001_002,SE_A11001_003,SE_A11001_004,SE_A11001_005,SE_A11001_006,PCT_SE_A11001_002,PCT_SE_A11001_003,PCT_SE_A11001_004,PCT_SE_A11001_005,PCT_SE_A11001_006,SE_A11002_001,SE_A11002_002,SE_A11002_003,SE_A11002_004,SE_A11002_005,SE_A11002_006,SE_A11002_007,SE_A11002_008,SE_A11002_009,PCT_SE_A11002_002,PCT_SE_A11002_003,PCT_SE_A11002_004,PCT_SE_A11002_005,PCT_SE_A11002_006,PCT_SE_A11002_007,PCT_SE_A11002_008,PCT_SE_A11002_009,SE_A19001_001,SE_A19001_002,SE_A19001_003,PCT_SE_A19001_002,PCT_SE_A19001_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,PCT_SE_A10011_002,PCT_SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,PCT_SE_A10019_002,PCT_SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,PCT_SE_A10016_002,PCT_SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,PCT_SE_A10012_002,PCT_SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,PCT_SE_A10017_002,PCT_SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,PCT_SE_A10018_002,PCT_SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,PCT_SE_A10014_002,PCT_SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,PCT_SE_A10015_002,PCT_SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,PCT_SE_A10013_002,PCT_SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001,SE_A09005_001,SE_A09005_002,SE_A09005_009,SE_A09005_010,SE_A09005_003,SE_A09005_004,SE_A09005_005,SE_A09005_006,SE_A09005_007,SE_A09005_008,PCT_SE_A09005_002,PCT_SE_A09005_009,PCT_SE_A09005_010,PCT_SE_A09005_003,PCT_SE_A09005_004,PCT_SE_A09005_005,PCT_SE_A09005_006,PCT_SE_A09005_007,PCT_SE_A09005_008,SE_A09001_001,SE_A09001_002,SE_A09001_003,SE_A09001_004,SE_A09001_005,SE_A09001_006,SE_A09001_007,SE_A09001_008,SE_A09001_009,SE_A09001_010,PCT_SE_A09001_002,PCT_SE_A09001_003,PCT_SE_A09001_004,PCT_SE_A09001_005,PCT_SE_A09001_006,PCT_SE_A09001_007,PCT_SE_A09001_008,PCT_SE_A09001_009,PCT_SE_A09001_010,commute_avg
36061014700,14000US36061014700,"Census Tract 147, New York County, New York","Census Tract 147, New York County, New York",ny,140,0,ACSSF,5929,,,,,36,61,,,,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3436,3436,136044.3,0.025256488,1574,903,816,87,8,79,671,297,374,57.37,51.84,5.53,0.51,5.02,42.63,18.87,23.76,1574,376,376,332,44,8,36,0,0,0,1198,527,484,43,0,43,671,297,374,23.89,23.89,21.09,2.8,0.51,2.29,0,0,0,76.11,33.48,30.75,2.73,0,2.73,42.63,18.87,23.76,2896,971,1692,44,86,103,33.53,58.43,1.52,2.97,3.56,1574,154,16,8,8,138,66,72,1420,9.78,1.02,0.51,0.51,8.77,4.19,4.57,90.22,3436,0,3436,0,100,1574,77,17,39,0,0,0,0,22,6,26,103,148,102,77,250,707,4.89,1.08,2.48,0,0,0,0,1.4,0.38,1.65,6.54,9.4,6.48,4.89,15.88,44.92,190167,190167,208333,,,157656,,,,250001,205882,262027.5095,250001,324426.9103,109148,162269.1505,97180,143482,159063,,70625,93224,39208,103914,,36648,53155,102083,118438,152026,,,,151750,185083,72628,,,53095,94276,74345,190167,250001,184938,1574,1487,87,94.47,5.53,1574,1477,97,93.84,6.16,1574,123,1451,7.81,92.19,1574,691,883,43.9,56.1,1574,66,1508,4.19,95.81,1574,20,1554,1.27,98.73,1574,8,1566,0.51,99.49,1574,61,1513,3.88,96.12,1574,51,1523,3.24,96.76,122766,134396,71488,,115773,,,52472,100864,140117,2324,166,121,45,1196,7,92,792,23,48,7.14,5.21,1.94,51.46,0.3,3.96,34.08,0.99,2.07,2324,2276,188,372,871,555,232,58,0,48,97.93,8.09,16.01,37.48,23.88,9.98,2.5,0,2.07,24
36061014801,14000US36061014801,"Census Tract 148.01, New York County, New York","Census Tract 148.01, New York County, New York",ny,140,0,ACSSF,5930,,,,,36,61,,,,14801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3198,3198,159348.6,0.020069205,1553,814,724,90,34,56,739,286,453,52.41,46.62,5.8,2.19,3.61,47.59,18.42,29.17,1553,369,369,304,65,34,31,0,0,0,1184,445,420,25,0,25,739,286,453,23.76,23.76,19.58,4.19,2.19,2,0,0,0,76.24,28.65,27.04,1.61,0,1.61,47.59,18.42,29.17,2648,799,1524,30,91,204,30.17,57.55,1.13,3.44,7.7,1553,90,8,8,0,82,38,44,1463,5.8,0.52,0.52,0,5.28,2.45,2.83,94.2,3198,0,3198,0,100,1553,31,39,28,55,10,17,22,49,22,0,100,170,165,62,155,628,2,2.51,1.8,3.54,0.64,1.09,1.42,3.16,1.42,0,6.44,10.95,10.62,3.99,9.98,40.44,154306,154306,158942,,,118077,,,,,160278,282520.3477,250001,411217.9361,97125,140761.4344,87375,148144,217250,80104,70278,115875,26745,104426,,53750,41940,99861,128529,157125,,55568,,148864,219875,71406,,,41293,61193,89875,154306,250001,105875,1553,1218,335,78.43,21.57,1553,1146,407,73.79,26.21,1553,245,1308,15.78,84.22,1553,771,782,49.65,50.35,1553,540,1013,34.77,65.23,1553,10,1543,0.64,99.36,1553,0,1553,0,100,1553,267,1286,17.19,82.81,1553,82,1471,5.28,94.72,137953,144014,,,162366,,6600,,116981,143226,1743,179,179,0,1142,0,11,246,19,146,10.27,10.27,0,65.52,0,0.63,14.11,1.09,8.38,1743,1597,36,313,517,334,284,75,38,146,91.62,2.07,17.96,29.66,19.16,16.29,4.3,2.18,8.38,29
36061014802,14000US36061014802,"Census Tract 148.02, New York County, New York","Census Tract 148.02, New York County, New York",ny,140,0,ACSSF,5931,,,,,36,61,,,,14802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000,7000,144323.5,0.048502155,3409,1690,1346,344,79,265,1719,661,1058,49.57,39.48,10.09,2.32,7.77,50.43,19.39,31.04,3409,722,722,601,121,0,121,0,0,0,2687,968,745,223,79,144,1719,661,1058,21.18,21.18,17.63,3.55,0,3.55,0,0,0,78.82,28.4,21.85,6.54,2.32,4.22,50.43,19.39,31.04,5967,2367,2919,42,239,400,39.67,48.92,0.7,4.01,6.7,3409,71,0,0,0,71,71,0,3338,2.08,0,0,0,2.08,2.08,0,97.92,7000,0,7000,0,100,3409,134,62,140,59,165,64,55,44,64,101,203,256,362,266,369,1065,3.93,1.82,4.11,1.73,4.84,1.88,1.61,1.29,1.88,2.96,5.95,7.51,10.62,7.8,10.82,31.24,124250,124250,119442,,,161521,,,103359,68281,122583,236506.7175,215952,376123.3136,80709,99245.49156,77881,101912,130846,51938,60198,84201,33750,81445,,62150,,79384,110625,100395,,80182,66302,93625,202647,62330,,,,56735,81912,124250,216941,104347,3409,2754,655,80.79,19.21,3409,2483,926,72.84,27.16,3409,654,2755,19.18,80.82,3409,1680,1729,49.28,50.72,3409,938,2471,27.52,72.48,3409,36,3373,1.06,98.94,3409,15,3394,0.44,99.56,3409,582,2827,17.07,82.93,3409,275,3134,8.07,91.93,117625,119373,,,163249,,23570,47813,53286,124628,3944,198,135,63,2758,0,44,524,41,379,5.02,3.42,1.6,69.93,0,1.12,13.29,1.04,9.61,3944,3565,220,425,1039,1136,509,204,32,379,90.39,5.58,10.78,26.34,28.8,12.91,5.17,0.81,9.61,29
36061014900,14000US36061014900,"Census Tract 149, New York County, New York","Census Tract 149, New York County, New York",ny,140,0,ACSSF,5932,,,,,36,61,,,,14900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5560,5560,82738.19,0.067199925,3030,1318,1217,101,22,79,1712,758,954,43.5,40.17,3.33,0.73,2.61,56.5,25.02,31.49,3030,398,398,321,77,22,55,0,0,0,2632,920,896,24,0,24,1712,758,954,13.14,13.14,10.59,2.54,0.73,1.82,0,0,0,86.86,30.36,29.57,0.79,0,0.79,56.5,25.02,31.49,5062,1673,2669,54,225,441,33.05,52.73,1.07,4.44,8.71,3030,84,0,0,0,84,16,68,2946,2.77,0,0,0,2.77,0.53,2.24,97.23,5560,400,5160,7.19,92.81,3030,125,0,30,128,31,123,31,62,7,119,105,146,412,156,499,1056,4.13,0,0.99,4.22,1.02,4.06,1.02,2.05,0.23,3.93,3.47,4.82,13.6,5.15,16.47,34.85,155935,155935,155864,,,162742,,,,186086,155479,283736.6997,230921,424749.3171,115750,175176.7523,99856,117986,154514,71181,72737,104291,31858,104161,,58578,46318,103409,124094,124712,,59203,,109524,156920,84906,,,45199,94688,103714,155935,206944,126607,3030,2291,739,75.61,24.39,3030,2137,893,70.53,29.47,3030,557,2473,18.38,81.62,3030,1438,1592,47.46,52.54,3030,902,2128,29.77,70.23,3030,0,3030,0,100,3030,0,3030,0,100,3030,557,2473,18.38,81.62,3030,130,2900,4.29,95.71,154408,166881,22137,,97815,,,,206911,159386,3116,398,257,141,1617,0,38,664,2,397,12.77,8.25,4.53,51.89,0,1.22,21.31,0.06,12.74,3116,2719,114,588,726,815,256,121,99,397,87.26,3.66,18.87,23.3,26.16,8.22,3.88,3.18,12.74,28
36061015001,14000US36061015001,"Census Tract 150.01, New York County, New York","Census Tract 150.01, New York County, New York",ny,140,0,ACSSF,5933,,,,,36,61,,,,15001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238,2238,112239.7,0.019939475,1080,609,519,90,24,66,471,146,325,56.39,48.06,8.33,2.22,6.11,43.61,13.52,30.09,1080,284,284,226,58,12,46,0,0,0,796,325,293,32,12,20,471,146,325,26.3,26.3,20.93,5.37,1.11,4.26,0,0,0,73.7,30.09,27.13,2.96,1.11,1.85,43.61,13.52,30.09,1853,431,1079,31,105,207,23.26,58.23,1.67,5.67,11.17,1080,43,0,0,0,43,35,8,1037,3.98,0,0,0,3.98,3.24,0.74,96.02,2238,0,2238,0,100,1080,79,36,10,11,8,40,12,26,0,0,18,144,96,61,113,426,7.31,3.33,0.93,1.02,0.74,3.7,1.11,2.41,0,0,1.67,13.33,8.89,5.65,10.46,39.44,149861,149861,149861,,,,,,,,150192,244972.7778,226058,329088.0131,98594,134858.3864,95385,122969,189643,,82614,121938,48500,103167,,,102989,112083,104432,116875,,,,,123438,88000,,,102778,96250,84271,149861,164135,147396,1080,832,248,77.04,22.96,1080,758,322,70.19,29.81,1080,228,852,21.11,78.89,1080,596,484,55.19,44.81,1080,400,680,37.04,62.96,1080,0,1080,0,100,1080,0,1080,0,100,1080,184,896,17.04,82.96,1080,69,1011,6.39,93.61,119700,129679,,,59015,,,,150840,128090,1024,99,56,43,610,0,25,182,0,108,9.67,5.47,4.2,59.57,0,2.44,17.77,0,10.55,1024,916,0,162,220,247,184,53,50,108,89.45,0,15.82,21.48,24.12,17.97,5.18,4.88,10.55,33
36061015002,14000US36061015002,"Census Tract 150.02, New York County, New York","Census Tract 150.02, New York County, New York",ny,140,0,ACSSF,5934,,,,,36,61,,,,15002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5119,5119,105582.9,0.048483236,2315,1599,1446,153,14,139,716,141,575,69.07,62.46,6.61,0.6,6,30.93,6.09,24.84,2315,575,575,532,43,0,43,0,0,0,1740,1024,914,110,14,96,716,141,575,24.84,24.84,22.98,1.86,0,1.86,0,0,0,75.16,44.23,39.48,4.75,0.6,4.15,30.93,6.09,24.84,4364,640,3053,18,358,295,14.67,69.96,0.41,8.2,6.76,2315,11,0,0,0,11,0,11,2304,0.48,0,0,0,0.48,0,0.48,99.52,5119,5,5114,0.1,99.9,2315,104,27,15,29,29,15,31,14,31,0,74,319,118,188,148,1173,4.49,1.17,0.65,1.25,1.25,0.65,1.34,0.6,1.34,0,3.2,13.78,5.1,8.12,6.39,50.67,205145,205145,207180,,,98859,,,,129453,230259,349329.676,242750,407942.8393,119833,217402.095,92137,147292,203846,97353,67930,134957,47102,93750,,,,73672,128032,108654,,,,79184,154849,69643,,,,60737,116417,205145,231000,136676,2315,1760,555,76.03,23.97,2315,1571,744,67.86,32.14,2315,622,1693,26.87,73.13,2315,1480,835,63.93,36.07,2315,975,1340,42.12,57.88,2315,93,2222,4.02,95.98,2315,0,2315,0,100,2315,455,1860,19.65,80.35,2315,76,2239,3.28,96.72,158573,166433,91952,,47885,,,,30289,184214,2343,217,174,43,1391,0,46,206,13,470,9.26,7.43,1.84,59.37,0,1.96,8.79,0.55,20.06,2343,1873,88,356,236,649,269,232,43,470,79.94,3.76,15.19,10.07,27.7,11.48,9.9,1.84,20.06,34
36061015100,14000US36061015100,"Census Tract 151, New York County, New York","Census Tract 151, New York County, New York",ny,140,0,ACSSF,5935,,,,,36,61,,,,15100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8332,8332,64795.58,0.128589013,4329,1844,996,848,120,728,2485,905,1580,42.6,23.01,19.59,2.77,16.82,57.4,20.91,36.5,4329,767,767,465,302,24,278,0,0,0,3562,1077,531,546,96,450,2485,905,1580,17.72,17.72,10.74,6.98,0.55,6.42,0,0,0,82.28,24.88,12.27,12.61,2.22,10.4,57.4,20.91,36.5,7255,3293,2225,255,640,842,45.39,30.67,3.51,8.82,11.61,4329,144,67,67,0,77,42,35,4185,3.33,1.55,1.55,0,1.78,0.97,0.81,96.67,8332,0,8332,0,100,4329,366,508,489,108,152,27,123,75,17,281,176,710,103,245,193,756,8.45,11.73,11.3,2.49,3.51,0.62,2.84,1.73,0.39,6.49,4.07,16.4,2.38,5.66,4.46,17.46,61595,61595,83446,40233,,92245,,,,20804,144183,124284.292,80667,175346.3124,50402,86393.64185,39637,62616,111389,14264,20797,91213,12248,76480,,18910,38548,87159,93289,97500,,,41683,112246,138478,63750,3932,11591,,63073,82634,61595,84621,51943,4329,3191,1138,73.71,26.29,4329,2878,1451,66.48,33.52,4329,453,3876,10.46,89.54,4329,693,3636,16.01,83.99,4329,1403,2926,32.41,67.59,4329,492,3837,11.37,88.63,4329,256,4073,5.91,94.09,4329,521,3808,12.04,87.96,4329,299,4030,6.91,93.09,66987,101101,28431,,62915,,16993,4256,20996,131355,4097,196,165,31,2802,0,85,817,0,197,4.78,4.03,0.76,68.39,0,2.07,19.94,0,4.81,4097,3900,117,491,666,1291,1014,257,64,197,95.19,2.86,11.98,16.26,31.51,24.75,6.27,1.56,4.81,33
36061015200,14000US36061015200,"Census Tract 152, New York County, New York","Census Tract 152, New York County, New York",ny,140,0,ACSSF,5936,,,,,36,61,,,,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7644,7644,104562.5,0.073104586,3858,1719,1159,560,77,483,2139,671,1468,44.56,30.04,14.52,2,12.52,55.44,17.39,38.05,3858,774,774,427,347,15,332,0,0,0,3084,945,732,213,62,151,2139,671,1468,20.06,20.06,11.07,8.99,0.39,8.61,0,0,0,79.94,24.49,18.97,5.52,1.61,3.91,55.44,17.39,38.05,6472,2388,2481,191,432,980,36.9,38.33,2.95,6.67,15.14,3858,129,19,19,0,110,23,87,3729,3.34,0.49,0.49,0,2.85,0.6,2.26,96.66,7644,0,7644,0,100,3858,543,100,191,167,116,124,141,66,53,37,294,265,259,223,391,888,14.07,2.59,4.95,4.33,3.01,3.21,3.65,1.71,1.37,0.96,7.62,6.87,6.71,5.78,10.13,23.02,85428,85428,104861,30417,,138603,,,,17043,151250,136662.7009,154554,201244.2699,60127,83612.20196,49472,70714,139815,16250,40847,69019,20619,73043,,,37793,78066,102944,103347,,34191,,128990,130682,60659,,12788,38910,65188,92976,85428,188942,67775,3858,2860,998,74.13,25.87,3858,2718,1140,70.45,29.55,3858,493,3365,12.78,87.22,3858,1101,2757,28.54,71.46,3858,1167,2691,30.25,69.75,3858,336,3522,8.71,91.29,3858,179,3679,4.64,95.36,3858,460,3398,11.92,88.08,3858,304,3554,7.88,92.12,70660,81670,25900,,143055,,12968,24719,20447,97415,4071,277,215,62,2885,16,16,318,24,535,6.8,5.28,1.52,70.87,0.39,0.39,7.81,0.59,13.14,4071,3536,79,112,722,1292,882,367,82,535,86.86,1.94,2.75,17.74,31.74,21.67,9.01,2.01,13.14,37
36061015300,14000US36061015300,"Census Tract 153, New York County, New York","Census Tract 153, New York County, New York",ny,140,0,ACSSF,5937,,,,,36,61,,,,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9724,9724,144645.2,0.067226566,5084,2238,2151,87,38,49,2846,1063,1783,44.02,42.31,1.71,0.75,0.96,55.98,20.91,35.07,5084,1015,1015,978,37,12,25,0,0,0,4069,1223,1173,50,26,24,2846,1063,1783,19.96,19.96,19.24,0.73,0.24,0.49,0,0,0,80.04,24.06,23.07,0.98,0.51,0.47,55.98,20.91,35.07,8174,2892,4473,176,245,388,35.38,54.72,2.15,3,4.75,5084,198,59,59,0,139,55,84,4886,3.89,1.16,1.16,0,2.73,1.08,1.65,96.11,9724,8,9716,0.08,99.92,5084,158,52,6,48,112,118,73,28,121,27,251,508,438,521,670,1953,3.11,1.02,0.12,0.94,2.2,2.32,1.44,0.55,2.38,0.53,4.94,9.99,8.62,10.25,13.18,38.41,155000,155000,151510,,,163777,,,,137746,157600,246570.594,250001,378536.7292,117565,142068.6226,106628,138136,183081,56958,87727,123233,45759,116614,,,46933,106645,146971,152279,,51400,232580,121548,184943,94357,,,38413,89818,106519,155000,201779,129190,5084,4206,878,82.73,17.27,5084,4013,1071,78.93,21.07,5084,825,4259,16.23,83.77,5084,2798,2286,55.04,44.96,5084,1145,3939,22.52,77.48,5084,122,4962,2.4,97.6,5084,25,5059,0.49,99.51,5084,659,4425,12.96,87.04,5084,329,4755,6.47,93.53,128673,119893,53267,,129543,,,87673,58792,123409,5404,344,179,165,3301,26,43,1291,45,354,6.37,3.31,3.05,61.08,0.48,0.8,23.89,0.83,6.55,5404,5050,364,764,1579,1301,654,190,198,354,93.45,6.74,14.14,29.22,24.07,12.1,3.52,3.66,6.55,30
36061015400,14000US36061015400,"Census Tract 154, New York County, New York","Census Tract 154, New York County, New York",ny,140,0,ACSSF,5938,,,,,36,61,,,,15400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15218,15218,222214.7,0.068483329,7737,3281,2722,559,0,559,4456,1407,3049,42.41,35.18,7.23,0,7.23,57.59,18.19,39.41,7737,1361,1361,1023,338,0,338,0,0,0,6376,1920,1699,221,0,221,4456,1407,3049,17.59,17.59,13.22,4.37,0,4.37,0,0,0,82.41,24.82,21.96,2.86,0,2.86,57.59,18.19,39.41,13243,5829,5632,116,585,1081,44.02,42.53,0.88,4.42,8.16,7737,340,0,0,0,340,137,203,7397,4.39,0,0,0,4.39,1.77,2.62,95.61,15218,7,15211,0.05,99.95,7737,202,180,187,272,61,202,407,154,131,427,775,1062,754,612,742,1569,2.61,2.33,2.42,3.52,0.79,2.61,5.26,1.99,1.69,5.52,10.02,13.73,9.75,7.91,9.59,20.28,93078,93078,93594,,,151335,,250001,82617,67013,94109,130162.298,131769,183510.5456,76637,89453.7702,65056,69821,91139,30810,53717,75021,26406,73470,,,48895,65592,85987,89482,,,,95260,103690,67473,,,41994,57823,83232,93078,132089,83013,7737,6589,1148,85.16,14.84,7737,6179,1558,79.86,20.14,7737,1045,6692,13.51,86.49,7737,2166,5571,28,72,7737,2213,5524,28.6,71.4,7737,209,7528,2.7,97.3,7737,46,7691,0.59,99.41,7737,1160,6577,14.99,85.01,7737,421,7316,5.44,94.56,68298,70040,66208,,79122,,85949,34054,40762,74486,9685,784,555,229,6923,0,66,1364,238,310,8.09,5.73,2.36,71.48,0,0.68,14.08,2.46,3.2,9685,9375,229,1110,1395,2441,2475,1195,530,310,96.8,2.36,11.46,14.4,25.2,25.55,12.34,5.47,3.2,38
36061015500,14000US36061015500,"Census Tract 155, New York County, New York","Census Tract 155, New York County, New York",ny,140,0,ACSSF,5939,,,,,36,61,,,,15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9882,9882,129663.4,0.076212708,5513,2028,1827,201,23,178,3485,1106,2379,36.79,33.14,3.65,0.42,3.23,63.21,20.06,43.15,5513,846,846,753,93,23,70,0,0,0,4667,1182,1074,108,0,108,3485,1106,2379,15.35,15.35,13.66,1.69,0.42,1.27,0,0,0,84.65,21.44,19.48,1.96,0,1.96,63.21,20.06,43.15,8501,3271,3821,93,408,908,38.48,44.95,1.09,4.8,10.68,5513,345,63,63,0,282,209,73,5168,6.26,1.14,1.14,0,5.12,3.79,1.32,93.74,9882,0,9882,0,100,5513,221,59,103,165,216,173,68,116,68,225,509,516,503,431,627,1513,4.01,1.07,1.87,2.99,3.92,3.14,1.23,2.1,1.23,4.08,9.23,9.36,9.12,7.82,11.37,27.44,109827,109827,107885,,,146991,,,,,108038,192970.4335,225050,312482.643,79434,123423.5868,82992,104484,160616,72567,67344,121700,32425,101546,,20330,55697,89050,105391,134849,,,56842,109891,145341,74886,,20330,47448,82986,102644,109827,104475,136579,5513,4253,1260,77.14,22.86,5513,3690,1823,66.93,33.07,5513,823,4690,14.93,85.07,5513,2716,2797,49.27,50.73,5513,1953,3560,35.43,64.57,5513,0,5513,0,100,5513,24,5489,0.44,99.56,5513,1116,4397,20.24,79.76,5513,298,5215,5.41,94.59,108703,112390,80230,,103513,,62933,30054,,112769,5383,324,227,97,3550,68,338,644,0,459,6.02,4.22,1.8,65.95,1.26,6.28,11.96,0,8.53,5383,4924,135,757,1315,1874,700,54,89,459,91.47,2.51,14.06,24.43,34.81,13,1,1.65,8.53,29
36061015601,14000US36061015601,"Census Tract 156.01, New York County, New York","Census Tract 156.01, New York County, New York",ny,140,0,ACSSF,5940,,,,,36,61,,,,15601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5557,5557,195641.5,0.028403993,2655,1039,850,189,38,151,1616,666,950,39.13,32.02,7.12,1.43,5.69,60.87,25.08,35.78,2655,457,457,347,110,13,97,0,0,0,2198,582,503,79,25,54,1616,666,950,17.21,17.21,13.07,4.14,0.49,3.65,0,0,0,82.79,21.92,18.95,2.98,0.94,2.03,60.87,25.08,35.78,4979,2212,2106,87,188,386,44.43,42.3,1.75,3.78,7.75,2655,224,26,26,0,198,81,117,2431,8.44,0.98,0.98,0,7.46,3.05,4.41,91.56,5557,19,5538,0.34,99.66,2655,202,44,18,101,62,42,63,43,87,132,360,333,211,154,244,559,7.61,1.66,0.68,3.8,2.34,1.58,2.37,1.62,3.28,4.97,13.56,12.54,7.95,5.8,9.19,21.05,89057,89057,95662,51875,,73350,,,,62000,118056,134532.1281,143140,158175.2647,70543,117316.646,54462,64837,87558,28715,50168,59405,,61052,,,38397,61853,78601,77595,,,,89286,93421,52941,,11208,39231,51289,66739,89057,,89145,2655,2259,396,85.08,14.92,2655,2096,559,78.95,21.05,2655,385,2270,14.5,85.5,2655,331,2324,12.47,87.53,2655,422,2233,15.89,84.11,2655,34,2621,1.28,98.72,2655,19,2636,0.72,99.28,2655,319,2336,12.02,87.98,2655,118,2537,4.44,95.56,67732,78079,36136,,33763,,52595,64332,39741,83047,3658,348,339,9,2666,0,0,457,21,166,9.51,9.27,0.25,72.88,0,0,12.49,0.57,4.54,3658,3492,82,355,521,1426,758,285,65,166,95.46,2.24,9.7,14.24,38.98,20.72,7.79,1.78,4.54,34
